Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,Web_Visit,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Spending,Accept_Offer,Num_Purchase,Enrolled_Days,Children,Cluster
Bachelor,Relationship,24221.0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,3,11,0,65,55,0,6,313,0,1
PhD,Single,39684.0,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,3,11,1,40,81,1,7,625,1,1
Master,Married,92163.0,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,3,11,1,49,2086,3,21,564,0,3
Master,Single,69882.0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,3,11,0,59,1478,0,20,231,0,2
Bachelor,Relationship,33178.0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,3,11,0,47,49,0,5,150,1,1
PhD,Married,59973.0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,3,11,0,52,382,0,15,291,0,1
Master,Relationship,17459.0,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,3,11,1,49,69,1,9,283,1,1
Bachelor,Divorced,23910.0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,3,11,0,55,67,0,6,611,1,1
Master,Married,42169.0,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,3,11,0,55,30,0,6,253,2,1
Master,Married,26224.0,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,3,11,0,46,63,0,9,390,1,1
Bachelor,Relationship,31089.0,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,3,11,0,43,79,0,10,681,1,1
Bachelor,Single,30081.0,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,3,11,0,63,42,0,5,493,1,1
Bachelor,Relationship,62807.0,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,3,11,0,64,819,0,23,667,1,2
Bachelor,Single,72906.0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,3,11,0,69,1151,0,17,285,0,2
PhD,Married,61467.0,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,3,11,0,76,594,0,20,567,2,2
Master,Relationship,49618.0,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,3,11,0,58,129,0,11,519,2,1
Master,Single,21888.0,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,3,11,1,38,213,1,12,547,1,1
Bachelor,Widow,42429.0,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,3,11,0,51,67,0,7,138,1,1
Bachelor,Divorced,26150.0,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,68,28,0,5,475,3,1
Basic,Married,30801.0,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,3,11,0,49,45,0,6,611,1,1
Bachelor,Married,81168.0,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,3,11,0,59,1193,1,18,53,0,2
Master,Single,26877.0,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,3,11,0,55,268,0,12,314,0,1
Master,Widow,45006.0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,3,11,0,80,266,0,12,346,0,1
Basic,Married,18978.0,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,3,11,0,51,37,0,5,565,1,1
Bachelor,Married,22574.0,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,57,37,0,7,244,3,1
PhD,Single,48240.0,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,3,11,1,55,882,1,25,597,0,2
Bachelor,Married,45837.0,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,3,11,0,50,373,0,18,338,2,1
Master,Single,35791.0,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,3,11,0,59,35,0,6,419,3,1
Bachelor,Widow,54162.0,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,3,11,0,46,42,0,5,468,2,1
Master,Married,30522.0,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,3,11,0,64,326,0,17,681,1,1
PhD,Married,54456.0,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,3,11,0,63,404,0,17,353,1,1
Bachelor,Single,31632.0,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,3,11,0,53,95,0,6,350,0,1
Bachelor,Widow,72298.0,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,3,11,0,75,939,2,14,111,0,2
Master,Single,36975.0,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,3,11,0,46,33,0,5,183,1,1
Master,Married,72635.0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,3,11,0,69,981,1,21,391,0,2
Bachelor,Married,13624.0,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,48,36,0,7,525,1,1
Bachelor,Single,84196.0,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,3,11,0,49,1237,0,20,391,1,2
Bachelor,Relationship,70971.0,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,3,11,1,64,1825,1,34,646,1,2
PhD,Divorced,34487.0,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,3,11,0,47,103,0,9,661,2,1
Bachelor,Single,28769.0,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,3,11,0,47,191,0,12,558,1,1
PhD,Married,69084.0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,3,11,0,54,1586,0,25,222,1,2
PhD,Relationship,65488.0,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,3,11,0,66,963,0,14,16,0,2
Master,Married,62466.0,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,54,889,0,26,165,1,2
Master,Single,32218.0,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,3,11,1,64,93,2,7,134,0,1
Bachelor,Single,83917.0,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,3,11,1,51,1587,1,21,437,0,2
Bachelor,Divorced,46102.0,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,62,16,0,4,111,3,1
Bachelor,Single,84574.0,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,3,11,0,72,1375,0,32,390,0,2
Bachelor,Married,56181.0,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,3,11,0,62,393,0,14,537,1,1
Master,Divorced,63120.0,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,3,11,1,74,1477,1,26,639,1,2
Bachelor,Married,73691.0,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,3,11,0,53,1179,1,18,235,1,2
Bachelor,Relationship,63381.0,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,3,11,0,64,1005,0,26,632,1,2
PhD,Relationship,76140.0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,3,11,0,76,1348,0,21,47,0,2
PhD,Divorced,62859.0,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,3,11,0,65,1307,0,23,546,1,2
Bachelor,Single,45906.0,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,3,11,0,60,486,1,15,418,1,1
Master,Relationship,77632.0,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,3,11,1,77,2252,3,13,476,0,3
PhD,Married,46463.0,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,3,11,0,53,235,0,17,315,2,1
Bachelor,Relationship,105471.0,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,3,11,1,54,1724,3,30,524,0,3
Master,Divorced,55282.0,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,3,11,0,54,235,0,11,198,1,1
Master,Married,78710.0,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,3,11,0,47,1092,0,28,37,1,2
Bachelor,Relationship,66886.0,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,3,11,0,66,599,0,17,286,1,2
Master,Single,98777.0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,3,11,0,64,2008,1,19,132,0,2
Bachelor,Relationship,29103.0,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,3,11,0,39,48,0,6,671,1,1
Bachelor,Married,67445.0,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,3,11,0,50,1174,0,32,686,1,2
PhD,Relationship,50616.0,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,3,11,0,74,67,0,7,77,1,1
Bachelor,Divorced,49431.0,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,3,11,0,69,365,0,15,695,1,1
Bachelor,Relationship,61278.0,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,3,11,0,71,165,0,10,176,1,1
Master,Relationship,26490.0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,3,11,0,66,210,0,11,645,0,1
PhD,Relationship,73059.0,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,3,11,0,77,1095,0,26,302,1,2
PhD,Single,46734.0,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,3,11,0,58,223,1,12,251,3,1
Bachelor,Relationship,56253.0,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,3,11,0,61,597,0,22,569,1,2
Bachelor,Married,19986.0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,3,11,0,39,22,0,4,227,1,1
Bachelor,Widow,58330.0,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,3,11,0,49,1064,0,24,186,1,2
Basic,Married,25965.0,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,3,11,0,44,74,0,6,660,0,1
Master,Relationship,14661.0,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,3,11,0,68,26,0,5,544,0,1
Bachelor,Married,18690.0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,3,11,0,65,60,0,5,548,0,1
PhD,Relationship,45068.0,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,50,20,0,4,409,1,1
Basic,Single,21063.0,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,3,11,0,37,59,0,7,277,1,1
PhD,Married,29187.0,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,56,34,0,5,416,1,1
Master,Married,54690.0,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,3,11,0,53,198,0,12,234,2,1
PhD,Married,59304.0,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,3,11,0,60,1048,0,28,335,1,2
Master,Single,59247.0,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,3,11,0,62,574,0,21,233,2,2
Bachelor,Widow,66731.0,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,3,11,0,54,1029,0,17,655,1,2
Bachelor,Married,77353.0,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,3,11,0,44,670,0,20,195,1,2
PhD,Single,52614.0,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,3,11,0,49,990,0,16,575,1,2
Bachelor,Married,26751.0,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,50,11,0,4,38,2,1
PhD,Married,81300.0,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,3,11,1,61,1241,2,21,607,1,3
Bachelor,Single,70337.0,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,3,11,0,45,576,0,17,178,0,2
Master,Married,36145.0,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,3,11,1,39,172,2,12,378,1,1
PhD,Single,65295.0,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,3,11,0,44,664,0,20,188,0,2
Bachelor,Divorced,68118.0,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,3,11,0,61,928,0,23,254,1,2
Bachelor,Divorced,68743.0,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,3,11,0,57,2074,0,30,668,0,2
Master,Relationship,41039.0,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,3,11,0,42,467,0,15,339,0,1
Bachelor,Relationship,38946.0,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,3,11,0,69,257,0,12,248,1,1
Bachelor,Relationship,65777.0,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,3,11,0,57,1146,0,17,192,0,2
PhD,Divorced,66476.0,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,3,11,0,48,689,0,20,479,1,2
PhD,Single,86857.0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,3,11,1,52,2114,1,22,655,0,2
PhD,Relationship,77845.0,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,3,11,0,35,1346,2,21,44,0,3
PhD,Relationship,69476.0,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,3,11,0,55,1044,0,15,272,0,2
PhD,Divorced,50611.0,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,3,11,1,64,493,2,22,633,1,1
Bachelor,Single,61209.0,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,3,11,0,54,957,0,13,308,0,2
Master,Relationship,42315.0,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,3,11,0,66,270,0,12,352,1,1
Basic,Relationship,13084.0,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,3,11,0,72,29,0,5,239,0,1
Master,Widow,47570.0,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,3,11,1,75,121,1,9,396,2,1
Master,Married,61923.0,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,3,11,0,63,126,0,8,338,2,1
Bachelor,Single,34824.0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,29,23,0,4,95,0,1
PhD,Single,26518.0,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,3,11,1,75,57,1,8,447,2,1
Bachelor,Single,45938.0,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,3,11,0,63,636,0,20,238,0,2
Bachelor,Relationship,78468.0,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,3,11,0,64,1004,1,28,81,0,2
Bachelor,Divorced,78901.0,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,3,11,0,51,734,0,20,285,1,2
Bachelor,Married,71427.0,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,3,11,0,46,614,0,20,109,2,2
Bachelor,Divorced,71022.0,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,3,11,0,46,1453,1,21,138,1,2
Master,Single,90247.0,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,3,11,1,36,1621,4,15,61,0,3
Master,Divorced,41335.0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,3,11,0,56,187,0,12,185,1,1
Bachelor,Married,71952.0,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,3,11,0,38,1443,2,22,535,1,3
PhD,Divorced,35682.0,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,3,11,0,54,57,0,6,2,1,1
Bachelor,Divorced,43185.0,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,3,11,0,73,637,0,20,445,1,2
PhD,Relationship,66375.0,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,3,11,0,76,948,1,14,220,1,2
Master,Married,35178.0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,3,11,1,53,59,2,5,535,1,1
Bachelor,Married,25252.0,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,3,11,0,38,18,0,4,352,1,1
Master,Single,55250.0,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,3,11,0,59,903,0,26,616,1,2
Bachelor,Single,33249.0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,3,11,0,49,112,0,8,494,1,1
Bachelor,Relationship,58398.0,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,3,11,0,71,596,0,20,411,0,2
Bachelor,Relationship,50272.0,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,3,11,0,42,233,0,13,326,1,1
PhD,Married,76618.0,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,3,11,0,49,1511,0,11,569,0,2
Master,Divorced,87305.0,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,3,11,1,64,1152,2,17,644,0,3
Bachelor,Relationship,25851.0,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,3,11,0,46,48,0,7,503,1,1
Bachelor,Divorced,58710.0,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,3,11,0,54,1185,0,31,455,1,2
Bachelor,Single,45160.0,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,66,21,0,4,92,2,1
Master,Married,74806.0,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,3,11,0,59,965,0,16,557,1,2
Bachelor,Married,59111.0,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,3,11,0,70,869,0,21,423,0,2
PhD,Married,18988.0,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0,40,16,0,6,37,1,1
Bachelor,Married,72190.0,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,3,11,0,59,1947,0,16,501,0,2
Bachelor,Married,7500.0,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,3,11,1,48,71,2,12,697,1,1
Bachelor,Married,44794.0,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,3,11,0,58,65,0,6,21,1,1
Bachelor,Married,80395.0,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,3,11,0,69,1380,1,24,218,0,2
Master,Divorced,75012.0,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,3,11,0,48,1027,0,23,155,0,2
Master,Married,56962.0,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,3,11,0,59,411,0,21,261,3,2
Bachelor,Relationship,89891.0,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,3,11,0,33,836,1,26,440,0,2
PhD,Divorced,35946.0,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,3,11,0,75,11,0,4,275,2,1
PhD,Relationship,53593.0,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,3,11,0,71,480,0,23,691,2,2
Bachelor,Married,66373.0,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,3,11,0,46,606,0,23,382,2,2
PhD,Divorced,45072.0,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,3,11,0,76,284,0,16,256,3,1
Bachelor,Divorced,89694.0,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,3,11,0,51,1472,3,14,263,2,3
Bachelor,Married,72025.0,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,3,11,1,75,1677,4,26,61,0,3
Bachelor,Married,67432.0,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,3,11,0,51,1335,0,19,457,1,2
Master,Relationship,70545.0,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,3,11,0,72,334,0,13,26,1,1
Basic,Married,17487.0,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,3,11,0,35,18,0,4,468,1,1
Bachelor,Relationship,62882.0,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,3,11,0,55,1338,0,20,689,1,2
PhD,Single,64108.0,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,3,11,0,71,1099,0,30,463,1,2
Master,Relationship,34941.0,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,3,11,0,68,97,0,8,480,2,1
PhD,Single,48767.0,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,3,11,0,74,63,0,9,179,3,1
Master,Relationship,38702.0,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,3,11,0,46,109,0,9,332,1,1
Bachelor,Married,82224.0,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,3,11,0,60,902,1,21,155,0,2
Bachelor,Relationship,83844.0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,3,11,0,72,1574,1,20,413,0,2
Master,Married,17003.0,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,3,11,0,49,38,0,9,202,1,1
Bachelor,Single,71163.0,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,3,11,0,29,960,0,24,112,0,2
Bachelor,Single,33697.0,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,3,11,0,54,28,1,4,287,1,1
Master,Married,63564.0,0,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,0,3,11,1,70,1215,2,28,151,0,3
PhD,Relationship,83443.0,89,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,3,11,0,52,1497,0,22,180,0,2
PhD,Relationship,51518.0,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,3,11,0,66,449,0,17,269,1,1
Bachelor,Widow,58330.0,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,3,11,0,49,1064,0,24,186,1,2
Bachelor,Married,80952.0,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,0,3,11,1,55,1757,4,25,486,0,3
Bachelor,Relationship,75507.0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,3,11,0,45,1440,0,21,58,0,2
Master,Relationship,63855.0,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,3,11,0,46,1006,0,24,505,0,2
PhD,Relationship,62220.0,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,0,3,11,1,52,1226,1,23,687,1,2
Bachelor,Married,58512.0,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,3,11,0,60,1171,0,20,283,1,2
Master,Married,40662.0,0,40,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0,0,3,11,0,45,92,0,8,471,1,1
PhD,Married,38829.0,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,3,11,0,65,99,0,8,84,1,1
Master,Married,35523.0,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,3,11,0,43,66,0,8,269,1,1
Bachelor,Single,79146.0,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,3,11,0,57,564,0,19,66,2,2
Master,Married,78285.0,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,3,11,0,36,1427,0,21,244,0,2
PhD,Single,31626.0,12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,0,3,11,1,46,86,2,6,415,1,1
Bachelor,Single,75127.0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,3,11,0,72,833,0,19,38,0,2
Bachelor,Married,48726.0,90,138,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0,0,3,11,0,69,242,0,12,428,1,1
Bachelor,Married,74985.0,8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,0,3,11,0,47,1869,0,17,656,0,2
Bachelor,Relationship,67430.0,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,3,11,0,37,1364,0,29,662,0,2
Master,Married,46891.0,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,3,11,0,59,183,0,8,301,1,1
Master,Married,62058.0,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,3,11,0,68,450,0,18,399,1,2
Bachelor,Married,72063.0,3,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,0,3,11,0,45,758,0,21,361,1,2
PhD,Married,78939.0,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,3,11,0,73,1507,0,20,199,0,2
Bachelor,Single,42720.0,9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,0,3,11,1,59,654,1,25,431,2,2
Bachelor,Married,33622.0,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,3,11,0,52,81,0,9,442,2,1
PhD,Relationship,6835.0,76,107,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0,0,3,11,0,67,137,0,1,568,1,1
Bachelor,Relationship,41452.0,86,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,3,11,0,71,16,0,4,480,2,1
PhD,Single,40760.0,64,70,0,17,0,0,6,2,2,1,3,6,0,0,0,0,0,0,3,11,0,59,93,0,8,303,1,1
PhD,Relationship,74250.0,90,680,11,392,75,0,0,1,2,11,4,1,0,0,0,0,0,0,3,11,0,66,1158,0,18,154,0,2
Master,Single,51124.0,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,3,11,0,69,43,0,6,193,2,1
Bachelor,Single,72258.0,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,3,11,0,53,1525,0,22,290,1,2
PhD,Single,71466.0,86,412,12,546,78,182,0,1,4,4,10,1,0,0,0,0,0,0,3,11,0,50,1230,0,19,85,0,2
Bachelor,Relationship,36283.0,42,6,5,5,8,0,5,2,1,0,3,4,0,0,0,0,0,0,3,11,0,48,29,0,6,76,2,1
Bachelor,Single,20587.0,39,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,0,3,11,0,54,25,0,5,49,1,1
Bachelor,Married,30467.0,8,1,3,8,2,5,5,1,1,0,2,7,0,0,0,0,0,0,3,11,0,52,24,0,4,102,1,1
Bachelor,Relationship,31590.0,40,6,2,15,6,6,3,1,1,0,3,8,0,0,0,0,0,0,3,11,0,52,38,0,5,376,1,1
Basic,Married,20425.0,5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,3,11,0,38,57,0,7,608,1,1
Master,Relationship,17144.0,96,18,2,19,0,2,6,5,3,0,4,7,0,0,0,0,0,0,3,11,0,64,47,0,12,134,2,1
PhD,Divorced,42564.0,28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,0,3,11,1,56,813,2,24,543,1,2
Master,Married,43783.0,22,327,9,125,25,4,139,6,7,1,8,7,1,0,0,0,0,0,3,11,0,46,629,1,22,31,1,1
